u_katz,u_perm_entropy,u_kurtosis,v_katz,v_perm_entropy,v_kurtosis,w_katz,w_perm_entropy,w_kurtosis,front_DE_Y_katz,front_DE_Y_perm_entropy,front_DE_Y_kurtosis,front_DE_Z_katz,front_DE_Z_perm_entropy,front_DE_Z_kurtosis,rear_NDE_Y_katz,rear_NDE_Y_perm_entropy,rear_NDE_Y_kurtosis,rear_NDE_Z_katz,rear_NDE_Z_perm_entropy,rear_NDE_Z_kurtosis,housing_katz,housing_perm_entropy,housing_kurtosis
-0.28655216265654526,0.6982845944137573,-0.505805860267051,-0.2882065468586262,0.6922132075445032,-0.5108735226465798,-0.2912593664711299,0.6942736576667969,-0.5178330115167264,-0.6226186675992609,0.6883294361448538,-0.2764207795441487,-0.52383978623931,0.6159994788628885,-0.30468917876256973,-0.5961819972102802,0.6477238088459609,-0.016132868426316335,-0.580439694950859,0.6681666046661545,0.006879154653232578,-0.3738063349125749,0.662741628606164,-0.053821392146939956
-0.32845682536166554,0.6998285487538555,-0.5168523809108575,-0.31002712889772616,0.7053317306103419,-0.5087325730839635,-0.319640352001509,0.7044477434025983,-0.5193801184283166,-0.6204347355555554,0.6842434569951725,-0.3425255740203601,-0.535813426973029,0.6169017734792954,-0.09182377163379216,-0.6028741183613522,0.6578336083426778,-0.15554438210488747,-0.5785002828740977,0.6667184470772624,0.2346670417941928,-0.37348736941664673,0.6557805912509236,-0.2244062524636362
-0.3304151133712063,0.6990370376151153,-0.5197720413297718,-0.3478685806574842,0.6999468197060069,-0.5027695057557635,-0.3492847127289873,0.6932630770112093,-0.5227460056552734,-0.6167516133631521,0.6837059205065054,-0.2065341549679507,-0.5448156458552291,0.617573300360478,-0.18485647868498614,-0.5947168813601725,0.6517916458501923,-0.10992399246416093,-0.5801258941185053,0.6662882565248627,-0.13835053267284012,-0.3507640550081441,0.6554355650986429,-0.1633720059674336
-0.40462883011049344,0.684204225317485,-0.5021614602526455,-0.3938175276892893,0.6904260411906751,-0.5076167082713312,-0.4092143764382229,0.6921663153495593,-0.5326372586030242,-0.6268007394965128,0.6932238523638049,-0.2301408488244913,-0.5416629563787294,0.6175074899911038,-0.21713110702827462,-0.5991648318211908,0.6496642266928274,-0.20262247643844286,-0.5786255381407948,0.670383306218165,0.14368686319925153,-0.35618364418927434,0.6588071127249251,0.0029564654731938644
-0.4150168702315205,0.6926082409662464,-0.5144617993734131,-0.4136244749266751,0.6926898438562253,-0.5080558606747756,-0.42708346136329367,0.7001243238983672,-0.5142205681450912,-0.6176278014902,0.681717703681581,-0.32342867000388353,-0.5394112728642031,0.6169459034217686,-0.10753436916385442,-0.5950974968444794,0.6543680911292425,-0.23555178088290415,-0.5792778767210702,0.6701805491458497,-0.2336919671946563,-0.35551712886864445,0.653177328426078,-0.09930327150869708
-0.3182685139080241,0.7049469644243286,-0.5228784170068693,-0.3304019767845783,0.7042989630750164,-0.5010403492044847,-0.3215078623849138,0.7085331238808331,-0.525493568272972,-0.6157807867850841,0.6816546640589624,-0.16952248865694586,-0.5334276452962243,0.616765841437687,-0.17006840117747724,-0.5830524232361465,0.6542108328723438,-0.09951250917749165,-0.5809105860530328,0.6662539957902562,0.032142509162607316,-0.3579631576286309,0.6547596142002347,-0.2679009406789941
-0.336115439562698,0.6796262409111135,-0.5126693628345457,-0.333382981352312,0.6825535397231232,-0.5053232541301046,-0.33232797132823183,0.6928298358951264,-0.5246390560805313,-0.6145949991188594,0.6810685810562007,-0.25750818053983343,-0.5271632806130486,0.6156545905154073,-0.07062225296026128,-0.5881408012709662,0.6554412608656632,-0.19599392558797887,-0.576725591798552,0.6650055711417946,0.16118628187456327,-0.36035662348845326,0.6514595163343183,-0.15955256336488863
-0.3346331242444939,0.6708829855953122,-0.5134436641442414,-0.34587609162175736,0.673972861821864,-0.5036055116257995,-0.3510427480112645,0.6782203529968013,-0.516203575936795,-0.6227233984305616,0.6808047394948462,-0.2869785868623496,-0.5223478786383483,0.6177556663402456,-0.11324121726311226,-0.5941520739645626,0.648504904983591,-0.09286184472011871,-0.5842327695615739,0.6669485080130412,0.20427125776383862,-0.36253206464414445,0.6546312595541719,-0.1029170038724035
-0.2905277660442886,0.687083522023048,-0.5124497941064929,-0.2914281189083578,0.6838528175468441,-0.5019345758007135,-0.29349053930389274,0.6891207699576423,-0.5256919578564213,-0.620600999386477,0.6806789974684464,-0.2354762119231733,-0.5303588093146239,0.6182089597243402,-0.06566029288761412,-0.5920084958747528,0.6510574990693803,-0.07294986093125466,-0.5783593766244363,0.668301916465191,0.26470201128426657,-0.35452319325439446,0.6589947291109681,0.12463749227456884
-0.2970232070211831,0.6729465216467269,-0.5061802369913277,-0.29992446001195505,0.6807506960910125,-0.511730457362396,-0.2927493612104267,0.6801807664826454,-0.5269231949805023,-0.6247863997326234,0.6829943400345688,-0.23599014322798265,-0.5336958300865466,0.6163334824103623,-0.23984248505952818,-0.5979363556518408,0.647556965615198,-0.17473309080224902,-0.581980699707236,0.6671076133553169,-0.09543817443118882,-0.37093495705033164,0.6671288927825206,-0.175890006096769
-0.2953425070062998,0.7028467936091863,-0.5155639424218619,-0.29194601680567617,0.70185474274391,-0.5050317357967846,-0.2919231611902354,0.6996183586630187,-0.5146789177344059,-0.6126333059379888,0.6857050623203536,-0.12568907271479446,-0.518841686033824,0.6173581085332257,-0.19560018931994078,-0.586353004290728,0.6424775567691365,-0.1304205785519339,-0.5778835464065659,0.6666602294228959,-0.3214986509611637,-0.3385104341176603,0.645411185956652,-0.1579027558887138
